x_GeneFamily	Saliva_5_Repeat_S22_R1_001_kneaddata_paired_1_Abundance_RPKs	Saliva_5_Repeat_S22_R1_001_kneaddata_paired_2_Abundance_RPKs	Saliva_5__Repeat_Reagent_blank_control_S21_R1_001_kneaddata_pai	Saliva_5__Repeat_Reagent_blank_control_S21_R1_001_kneaddata_p_1	Saliva_Reagent_Blank_control_S20_R1_001_kneaddata_paired_1_Abun	Saliva_Reagent_Blank_control_S20_R1_001_kneaddata_paired_2_Abun	Saliva_Sample_No_11_S7_R1_001_kneaddata_paired_1_Abundance_RPKs	Saliva_Sample_No_11_S7_R1_001_kneaddata_paired_2_Abundance_RPKs	Saliva_Sample_No_12_S8_R1_001_kneaddata_paired_1_Abundance_RPKs	Saliva_Sample_No_12_S8_R1_001_kneaddata_paired_2_Abundance_RPKs	Saliva_Sample_No_13_S9_R1_001_kneaddata_paired_1_Abundance_RPKs	Saliva_Sample_No_13_S9_R1_001_kneaddata_paired_2_Abundance_RPKs	Saliva_Sample_No_14_S10_R1_001_kneaddata_paired_1_Abundance_RPK	Saliva_Sample_No_14_S10_R1_001_kneaddata_paired_2_Abundance_RPK	Saliva_Sample_No_15_S11_R1_001_kneaddata_paired_1_Abundance_RPK	Saliva_Sample_No_15_S11_R1_001_kneaddata_paired_2_Abundance_RPK	Saliva_Sample_No_16_S12_R1_001_kneaddata_paired_1_Abundance_RPK	Saliva_Sample_No_16_S12_R1_001_kneaddata_paired_2_Abundance_RPK	Saliva_Sample_No_17_S13_R1_001_kneaddata_paired_1_Abundance_RPK	Saliva_Sample_No_17_S13_R1_001_kneaddata_paired_2_Abundance_RPK	Saliva_Sample_No_18_S14_R1_001_kneaddata_paired_1_Abundance_RPK	Saliva_Sample_No_18_S14_R1_001_kneaddata_paired_2_Abundance_RPK	Saliva_Sample_No_19_S15_R1_001_kneaddata_paired_1_Abundance_RPK	Saliva_Sample_No_19_S15_R1_001_kneaddata_paired_2_Abundance_RPK	Saliva_Sample_No_20_S16_R1_001_kneaddata_paired_1_Abundance_RPK	Saliva_Sample_No_20_S16_R1_001_kneaddata_paired_2_Abundance_RPK	Saliva_Sample_No_21_S17_R1_001_kneaddata_paired_1_Abundance_RPK	Saliva_Sample_No_21_S17_R1_001_kneaddata_paired_2_Abundance_RPK	Saliva_Sample_No_22_S18_R1_001_kneaddata_paired_1_Abundance_RPK	Saliva_Sample_No_22_S18_R1_001_kneaddata_paired_2_Abundance_RPK	Saliva_Sample_No_23_S19_R1_001_kneaddata_paired_1_Abundance_RPK	Saliva_Sample_No_23_S19_R1_001_kneaddata_paired_2_Abundance_RPK	Saliva_Sample_No_3_S1_R1_001_kneaddata_paired_1_Abundance_RPKs	Saliva_Sample_No_3_S1_R1_001_kneaddata_paired_2_Abundance_RPKs	Saliva_Sample_No_4_S2_R1_001_kneaddata_paired_1_Abundance_RPKs	Saliva_Sample_No_4_S2_R1_001_kneaddata_paired_2_Abundance_RPKs	Saliva_Sample_No_5_S3_R1_001_kneaddata_paired_1_Abundance_RPKs	Saliva_Sample_No_5_S3_R1_001_kneaddata_paired_2_Abundance_RPKs	Saliva_Sample_No_6_S4_R1_001_kneaddata_paired_1_Abundance_RPKs	Saliva_Sample_No_6_S4_R1_001_kneaddata_paired_2_Abundance_RPKs	Saliva_Sample_No_7_S5_R1_001_kneaddata_paired_1_Abundance_RPKs	Saliva_Sample_No_7_S5_R1_001_kneaddata_paired_2_Abundance_RPKs	Saliva_Sample_No_9_S6_R1_001_kneaddata_paired_1_Abundance_RPKs	Saliva_Sample_No_9_S6_R1_001_kneaddata_paired_2_Abundance_RPKs	Tissue_Reagent_Blank_control_1_S45_R1_001_kneaddata_paired_1_Ab	Tissue_Reagent_Blank_control_1_S45_R1_001_kneaddata_paired_2_Ab	Tissue_Reagent_Blank_control_2_S46_R1_001_kneaddata_paired_1_Ab	Tissue_Reagent_Blank_control_2_S46_R1_001_kneaddata_paired_2_Ab	Tissue_Sample_No_10_S31_R1_001_kneaddata_paired_1_Abundance_RPK	Tissue_Sample_No_10_S31_R1_001_kneaddata_paired_2_Abundance_RPK	Tissue_Sample_No_11_S32_R1_001_kneaddata_paired_1_Abundance_RPK	Tissue_Sample_No_11_S32_R1_001_kneaddata_paired_2_Abundance_RPK	Tissue_Sample_No_12_S33_R1_001_kneaddata_paired_1_Abundance_RPK	Tissue_Sample_No_12_S33_R1_001_kneaddata_paired_2_Abundance_RPK	Tissue_Sample_No_13_S34_R1_001_kneaddata_paired_1_Abundance_RPK	Tissue_Sample_No_13_S34_R1_001_kneaddata_paired_2_Abundance_RPK	Tissue_Sample_No_14_S35_R1_001_kneaddata_paired_1_Abundance_RPK	Tissue_Sample_No_14_S35_R1_001_kneaddata_paired_2_Abundance_RPK	Tissue_Sample_No_15_S36_R1_001_kneaddata_paired_1_Abundance_RPK	Tissue_Sample_No_15_S36_R1_001_kneaddata_paired_2_Abundance_RPK	Tissue_Sample_No_16_S37_R1_001_kneaddata_paired_1_Abundance_RPK	Tissue_Sample_No_16_S37_R1_001_kneaddata_paired_2_Abundance_RPK	Tissue_Sample_No_17_S38_R1_001_kneaddata_paired_1_Abundance_RPK	Tissue_Sample_No_17_S38_R1_001_kneaddata_paired_2_Abundance_RPK	Tissue_Sample_No_18_S39_R1_001_kneaddata_paired_1_Abundance_RPK	Tissue_Sample_No_18_S39_R1_001_kneaddata_paired_2_Abundance_RPK	Tissue_Sample_No_19_S40_R1_001_kneaddata_paired_1_Abundance_RPK	Tissue_Sample_No_19_S40_R1_001_kneaddata_paired_2_Abundance_RPK	Tissue_Sample_No_20_S41_R1_001_kneaddata_paired_1_Abundance_RPK	Tissue_Sample_No_20_S41_R1_001_kneaddata_paired_2_Abundance_RPK	Tissue_Sample_No_21_S42_R1_001_kneaddata_paired_1_Abundance_RPK	Tissue_Sample_No_21_S42_R1_001_kneaddata_paired_2_Abundance_RPK	Tissue_Sample_No_22_S43_R1_001_kneaddata_paired_1_Abundance_RPK	Tissue_Sample_No_22_S43_R1_001_kneaddata_paired_2_Abundance_RPK	Tissue_Sample_No_23_S44_R1_001_kneaddata_paired_1_Abundance_RPK	Tissue_Sample_No_23_S44_R1_001_kneaddata_paired_2_Abundance_RPK	Tissue_Sample_No_2_S23_R1_001_kneaddata_paired_1_Abundance_RPKs	Tissue_Sample_No_2_S23_R1_001_kneaddata_paired_2_Abundance_RPKs	Tissue_Sample_No_3_S24_R1_001_kneaddata_paired_1_Abundance_RPKs	Tissue_Sample_No_3_S24_R1_001_kneaddata_paired_2_Abundance_RPKs	Tissue_Sample_No_4_S25_R1_001_kneaddata_paired_1_Abundance_RPKs	Tissue_Sample_No_4_S25_R1_001_kneaddata_paired_2_Abundance_RPKs	Tissue_Sample_No_5_S26_R1_001_kneaddata_paired_1_Abundance_RPKs	Tissue_Sample_No_5_S26_R1_001_kneaddata_paired_2_Abundance_RPKs	Tissue_Sample_No_6_S27_R1_001_kneaddata_paired_1_Abundance_RPKs	Tissue_Sample_No_6_S27_R1_001_kneaddata_paired_2_Abundance_RPKs	Tissue_Sample_No_7_S28_R1_001_kneaddata_paired_1_Abundance_RPKs	Tissue_Sample_No_7_S28_R1_001_kneaddata_paired_2_Abundance_RPKs	Tissue_Sample_No_8_S29_R1_001_kneaddata_paired_1_Abundance_RPKs	Tissue_Sample_No_8_S29_R1_001_kneaddata_paired_2_Abundance_RPKs	Tissue_Sample_No_9_S30_R1_001_kneaddata_paired_1_Abundance_RPKs	Tissue_Sample_No_9_S30_R1_001_kneaddata_paired_2_Abundance_RPKs
1.13.11.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.152680501	0	0	0	0	0	0	0	0	0	0	27.21539317	0	23.35123424	16.22041221	0	0	0	0	0	0	0	0	0	0	0	2.248251434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.843320631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.13.11.53	0	0	0	0	0	0	0	0	0	0	0	7.42154582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.13.11.63	0	0	0	0	0	0	27.88153886	41.94240684	28.14520981	34.83753122	71.22137579	52.27857299	83.79357394	91.46750145	28.4495246	38.85582978	0	0	87.44412301	83.74921284	45.05592742	44.03719146	45.82531829	33.30757243	83.89540361	77.80052963	45.55382375	44.41357686	113.2952424	152.3010702	66.83733765	70.11282744	45.07897147	51.63145508	45.41956006	44.80543373	3.110813558	3.332713868	5.819972411	3.914012692	69.31923422	72.51031421	90.82700289	89.13703402	0	0	25.23803608	20.04938185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.13.11.64	0	0	0	0	0	0	14.72360133	19.38132126	24.22907739	13.32191551	4.75257609	8.634088634	24.94330464	26.49433332	25.58690759	14.85925127	1.289890474	0	8.489387205	7.608200461	21.81521643	0	9.489842517	10.57028312	15.65132176	12.56735767	3.424489755	8.232162249	8.788097551	18.20728278	11.79132282	9.263748534	6.606375723	7.972599227	0	9.058885642	8.811272859	23.03910984	10.11005111	3.438741052	25.49388875	26.80538937	21.73514852	28.36321392	0	0	26.364031	25.72789261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.13.11.74	0	0	0	0	0	0	7.943282855	10.82502547	3.23577555	3.746292501	4.430174381	3.420871061	5.833991152	6.377999956	0	0	0	0	2.63701621	2.448577156	4.388343112	0	0	0	7.425214177	6.807865801	2.905407574	0	6.134679058	6.482319855	7.404195656	7.271801938	0	0	4.670764791	0	3.058705416	3.49761319	11.38504499	8.315962149	7.276834045	0	5.762294402	5.296123425	0	0	14.06842382	6.723272741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.13.11.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.568397083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.13.12.16	0	0	0	0	0	0	42.1451648	43.27947255	111.6105669	126.3402133	65.61512064	81.86400285	78.92430382	72.56776174	217.2176358	241.2350407	0	0	93.03369351	110.0278688	16.30364355	27.94303821	162.1226575	165.6230744	128.6176011	121.5688407	40.09397477	41.68265062	59.59677272	48.61136179	115.8441217	115.5082897	28.6095463	40.07238159	37.21423744	56.11295508	30.55108341	44.3689306	21.38491172	25.75085465	74.56813364	85.46375011	180.685329	179.2385295	0	0	101.7779776	116.0083882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.13.12.4	0	0	0	5.586592179	0	0	13.35208956	6.735267784	0	0	0	0	3.683353683	5.059246052	0	0	0	3.652995456	8.927039963	5.362397166	2.516700612	0	0	5.464480874	10.77832406	9.147943343	157.0831476	147.630303	5.555555556	0	0	0	162.6620658	141.9342578	0	0	10.43360434	0	9.300641424	14.86654252	1.851851852	7.59664243	64.71176906	72.77060403	0	0	16.42346724	10.30058372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.17318436	11.17318436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.11.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.914506166	1.868535053	0	0	0	0	0	0	0	0
1.14.11.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.45558374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.12.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.367003367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.208333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.12.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.334319348	16.0297894	0	2.673796791	0	0	9.53287477	2.645502646	0	0	2.659574468	0	2.673796791	3.697735842	0	0	13.29802284	2.673796791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.13.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.557498096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.13.107	0	0	0	0	0	0	10.30636031	12.50284968	0	0	0	0	0	0	0	0	0	0	0	7.418859917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.392723316	2.790059442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.166448058	10.49938009	8.679569942	0	3.102367785	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.13.113	0	0	0	0	0	0	0	0	0	9.573693271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.13.129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.966629062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.13.151	0	0	0	0	0	0	3.230570683	3.237868914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.13.154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.572477688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.13.166	0	0	0	0	0	0	10.01929424	3.447416775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.13.2	0	0	0	0	0	0	0	0	0	0	0	0	0	3.533008472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.13.20	0	0	0	0	0	0	6.534771408	4.436747057	0	0	7.602529604	5.499607276	6.59845697	6.579335514	0	4.919559735	0	1.328411347	0	0	0	0	0	0	16.66960253	18.4961133	0	0	0	2.100843083	0	0	0	0	0	0	0	0	0	0	0	5.132525678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.13.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.454784853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.13.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.214894561	2.701891612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.13.39	0	0	0	0	0	0	11.93187244	26.30894659	1.729777266	22.89932894	2.928738158	0	13.28926245	9.571380886	2.186328546	12.00155145	11.7324189	25.05638068	25.21840695	26.18221043	5.858981003	3.909833768	2.062543169	3.150162355	0	1.853267051	30.24092492	18.65018898	2.658924152	6.411256532	0	3.057730888	84.78767574	37.13995554	16.49910329	21.1912249	0	0	9.546621731	9.767855197	5.968219536	14.30545957	15.68451246	23.02310947	0	0	33.47631947	21.17818356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.13.48	0	0	0	0	0	0	0	0	14.23147207	13.57407824	0	0	9.651933723	9.200614562	43.75826157	47.51496546	0	0	0	0	8.61728166	6.238693486	0	0	0	0	6.421472696	7.680773212	0	1.719821822	0	0	0	0	11.67673552	11.26403222	0	0	26.84304426	26.63110224	0	0	4.297777481	3.466063269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.13.7	0	0	0	4.566210046	0	0	0	2.513832006	1.423671846	6.815362929	0	0	10.44858543	6.884368217	0	4.566210046	0	0	400.5255181	408.8372144	0	2.217865974	0	2.627155984	0	3.632304722	0	0	0	10.92313121	0	0	0	0	0	0	0	0	0	0	7.253865283	3.262384608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.13.72	0	0	0	0	0	0	0	0	0	0	0	0	11.40552642	7.641802253	0	10.49802157	0	0	0	0	0	0	0	3.796203493	0	0	0	0	0	0	0	3.440603028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.842411907	4.771004535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.13.81	0	0	0	0	0	0	0	0	2.287019039	0	0	0	4.015808722	6.004702966	6.82442489	7.947815438	0	0	0	0	2.682189431	2.330034629	0	0	0	0	8.540889875	10.13972261	3.008430893	2.906628379	2.313416789	3.74201628	0	0	16.31841159	19.02674498	0	0	14.14191298	10.4788295	3.052467313	4.38076244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.13.82	0	0	0	0	0	0	0	0	0.893055551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.13.83	0	0	0	0	0	0	0	0	5.796170644	0	0	0	5.795245229	0	0	0	0	0	0	6.755833141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.13.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.723679287	2.808322261	0	0	0	0	0	0	0	0	0	0	0	5.294305572	0	0	0	0	0	0	0	0	0	0	2.766654997	0	0	0	0	0
1.14.14.1	0	0	0	0	0	0	0	0	0	0	0	0	4.501506141	5.820694482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.14.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.757939489	0	0	0	0	0	0	0	0	0	0	0	0	0	4.494816958	0	7.113038516	4.38278374	9.036356364	13.56910166	12.47111165	4.082274288	0	0	0	0	0	0	0	0	1.051810484	0	0	0	0	0
1.14.14.18	0	0	0	0	0	0	2.931627853	0	0	0	0	0	2.627672198	0	0	0	0	0	0	1.256370942	0	1.808817114	0	0	1.996622095	1.697002442	0	0	0.576141333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.927479672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.643880284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.14.3	0	2.617801047	0	0	0	0	131.4123374	132.0133104	55.14491698	62.31528202	40.82902932	51.71541052	54.17718147	54.36999962	57.8927624	69.92240584	0	0	60.5422274	50.10167125	60.62886159	42.23026682	14.95856415	25.99255904	45.19898008	58.69205106	23.26139537	6.929523024	54.13985215	58.30345737	61.11385443	70.04336909	16.87847867	22.53704225	35.67745696	39.6025099	9.572362283	0	18.07880354	91.41421297	52.64548068	52.64429857	74.25938502	39.413624	0	0	50.52837243	31.26194079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.625992234	2.598062962	5.456769275	1.638908272	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.14.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.688426528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.14.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.307928826	5.663414496	0	0	0	0	4.986749216	3.626042202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.14.9	0	0	0	0	0	0	0	5.545452803	0	0	0	4.970972221	0	0	6.715912655	14.56673002	0	0	0	0	0	0	0	0	0	0	0	0	10.52716726	14.28699619	0	0	0	0	0	0	0	0	0	0	19.4455833	16.58500868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.15.15	0	0	0	0	0	2.902763734	1.772397652	1.124482563	0	0	0	0	1.505691644	1.891637111	27.44318885	20.44160167	19.63670681	24.10273724	3.100292477	2.000103735	0	0	0	0	0	0	0	0	59.88628591	65.50628995	0	0	5.696860366	18.37160814	0	6.721090866	0	0	0	0	0	0	0	0	0	0	1.88964885	3.392559543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.15.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.081632653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.99.29	0	0	0	0	0	0	5.90559129	0	0	0	0	0	5.928897986	0	0	0	0	0	0	0	0	0	0	0	0	7.82011967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.99.3	0	0	0	0	0	0	0	3.890493401	3.937798959	6.179295949	0	0	8.772112525	0	0	4.163168028	0	12.5007072	0	0	0	0	0	0	0	0	0	3.75712156	0	0	0	0	0	9.742481114	0	0	0	0	0	0	1.958271479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.99.36	0	0	0	0	0	0	154.2644927	172.0566546	552.2924362	584.1664521	354.0752252	388.5282348	307.1782887	322.4886076	149.7140057	171.6515337	16.15447824	13.19110005	118.6167409	126.3819385	144.9142248	123.5293715	153.8163076	173.6853388	164.6101695	141.4274617	497.87418	502.7270562	223.6735517	213.6342156	346.5218195	315.2208294	278.9607135	272.755726	254.6840817	242.6369888	48.04822045	45.79110884	316.8560335	349.6659165	265.3981538	262.7034803	277.312189	327.2391473	0	0	178.1990631	211.9482137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
